weight,height,size
61,157.48,L
52,160.02,S
49,162.56,M
63,167.64,M
54,154.94,XXS
70,175.26,XXXL
77,170.18,XXXL
86,167.64,XXXL
54,172.72,S
54,157.48,M
86,170.18,XXXL
52,162.56,S
53,162.56,XXS
58,165.1,M
61,170.18,M
58,162.56,M
72,160.02,XL
57,165.1,M
53,172.72,XL
55,165.1,XXS
51,160.02,S
57,165.1,S
70,170.18,XL
54,157.48,S
54,160.02,M
57,172.72,M
53,157.48,XXS
56,165.1,S
58,162.56,M
54,160.02,S
61,162.56,XL
54,172.72,XL
59,162.56,M
58,167.64,M
68,170.18,L
77,170.18,XXXL
63,175.26,S
54,170.18,M
61,162.56,M
68,165.1,XXXL
70,170.18,XXXL
63,177.8,S
54,160.02,M
61,157.48,L
63,162.56,L
79,177.8,XL
54,160.02,S
79,167.64,XXXL
63,162.56,L
68,165.1,XXXL
78,152.4,XXXL
81,167.64,XXXL
56,167.64,S
58,167.64,M
54,172.72,S
95,165.1,XXXL
65,170.18,XXXL
61,170.18,M
51,160.02,M
57,157.48,M
58,157.48,M
70,172.72,XXXL
63,162.56,S
51,154.94,M
68,175.26,L
70,167.64,XL
61,165.1,M
83,185.42,XXXL
66,167.64,XL
56,165.1,L
56,152.4,L
81,165.1,XXXL
72,165.1,XXXL
77,175.26,XXXL
58,172.72,M
58,167.64,XL
51,160.02,S
68,172.72,XXXL
58,170.18,M
52,167.64,XXS
67,157.48,M
58,167.64,M
63,167.64,XXXL
65,172.72,XL
56,182.88,XXS
70,170.18,XL
70,167.64,XL
81,170.18,XXXL
68,170.18,XL
74,177.8,XXXL
65,170.18,XL
56,162.56,M
61,167.64,L
61,157.48,XL
58,175.26,M
74,165.1,XXXL
61,157.48,XXXL
63,175.26,M
68,170.18,XL
104,170.18,XXXL
61,172.72,M
56,165.1,M
72,167.64,XL
68,157.48,XL
63,170.18,L
61,162.56,M
78,187.96,XXXL
63,170.18,L
68,165.1,XXXL
70,172.72,L
70,167.64,XXXL
64,165.1,L
58,170.18,S
70,162.56,XXXL
80,167.64,XXXL
49,165.1,S
63,167.64,XL
63,167.64,XL
86,175.26,XXXL
53,149.86,S
54,162.56,M
58,172.72,M
45,157.48,S
56,167.64,S
54,160.02,XXS
62,165.1,L
77,180.34,XXXL
81,165.1,XXXL
68,170.18,XL
54,157.48,S
72,162.56,XXXL
61,,XL
79,172.72,XXXL
61,165.1,M
61,170.18,M
63,162.56,L
56,170.18,S
54,165.1,S
61,172.72,M
56,157.48,M
54,160.02,M
53,160.02,XXS
54,167.64,S
65,165.1,M
61,160.02,M
65,172.72,M
58,167.64,S
83,165.1,XXXL
93,170.18,XXXL
56,157.48,S
65,160.02,XL
55,167.64,XL
63,170.18,M
65,175.26,L
54,154.94,XL
56,170.18,XL
79,167.64,XXXL
65,177.8,XXXL
74,162.56,XXXL
56,162.56,L
54,170.18,S
99,165.1,XXXL
65,172.72,XXXL
68,170.18,M
58,,XL
65,170.18,XXXL
48,157.48,XXS
58,167.64,L
68,160.02,XL
62,162.56,XL
58,172.72,M
67,165.1,L
74,172.72,XXXL
56,160.02,S
65,165.1,L
70,160.02,XXXL
65,165.1,XL
65,162.56,XL
68,180.34,XL
70,175.26,XL
58,160.02,L
68,165.1,XL
74,167.64,XXXL
54,157.48,M
54,165.1,L
58,160.02,M
65,175.26,L
56,167.64,M
72,177.8,L
63,162.56,XXXL
54,175.26,S
54,170.18,S
81,167.64,XXXL
59,170.18,L
56,162.56,S
61,167.64,XXXL
68,167.64,M
51,162.56,S
75,160.02,L
68,177.8,XXXL
65,175.26,XXXL
61,172.72,M
48,162.56,S
60,160.02,M
49,157.48,XXS
47,162.56,XXS
79,172.72,XXXL
61,175.26,L
68,170.18,L
61,167.64,S
65,170.18,S
52,165.1,XXS
55,167.64,S
61,162.56,L
70,177.8,XXXL
48,154.94,S
53,165.1,S
54,160.02,S
61,162.56,M
57,165.1,L
63,162.56,XL
58,165.1,L
68,162.56,L
50,160.02,S
56,157.48,M
57,170.18,XXS
90,172.72,XXXL
64,167.64,L
55,157.48,S
64,165.1,L
62,182.88,M
62,167.64,M
78,182.88,XXXL
65,177.8,XL
51,157.48,XXS
54,162.56,M
53,162.56,S
48,157.48,S
54,160.02,XL
68,177.8,XL
55,162.56,S
52,165.1,S
49,162.56,XXS
66,160.02,XXXL
58,162.56,S
75,167.64,XXXL
68,167.64,XL
44,144.78,M
63,165.1,M
61,162.56,L
50,160.02,XXS
51,167.64,S
55,175.26,S
63,175.26,XL
57,172.72,S
68,160.02,M
50,154.94,XXS
55,170.18,M
54,165.1,M
54,162.56,S
70,167.64,XL
61,172.72,XL
54,162.56,L
72,172.72,XXXL
58,170.18,M
54,162.56,M
68,157.48,XXXL
51,160.02,S
70,175.26,XL
74,177.8,XXXL
61,165.1,L
52,160.02,M
68,162.56,L
56,162.56,S
49,154.94,S
52,170.18,M
54,162.56,M
56,165.1,S
61,175.26,M
63,160.02,XL
77,167.64,XXXL
49,170.18,XXS
61,167.64,XXXL
68,172.72,L
70,170.18,XL
65,172.72,L
58,167.64,M
70,154.94,XXXL
64,167.64,L
53,170.18,XXS
54,157.48,S
74,172.72,M
70,162.56,XXXL
58,167.64,M
65,177.8,XL
61,172.72,S
57,167.64,M
51,154.94,XXS
54,157.48,XXS
56,154.94,L
61,172.72,M
55,160.02,S
81,177.8,XXXL
55,167.64,M
58,160.02,S
53,177.8,S
61,172.72,M
63,162.56,L
68,162.56,L
58,167.64,M
63,167.64,L
67,182.88,M
47,157.48,S
63,175.26,M
56,170.18,S
54,157.48,M
52,162.56,S
58,175.26,M
68,177.8,XL
74,170.18,XXXL
56,165.1,M
68,172.72,XL
70,172.72,XL
62,170.18,L
65,167.64,M
61,170.18,L
58,167.64,L
61,175.26,M
47,162.56,XXS
65,162.56,M
56,170.18,S
58,152.4,M
56,162.56,S
63,172.72,M
56,165.1,M
51,157.48,S
54,162.56,S
56,160.02,S
68,182.88,XL
81,170.18,XXXL
58,160.02,M
65,177.8,M
58,167.64,M
70,177.8,XXXL
49,160.02,XXS
52,160.02,XXS
49,167.64,S
58,154.94,S
66,162.56,XXXL
56,160.02,S
65,154.94,XXXL
61,167.64,L
56,172.72,S
65,160.02,XL
63,165.1,L
49,167.64,XXS
71,165.1,XXXL
68,165.1,XL
80,167.64,XXXL
48,157.48,S
58,175.26,S
54,170.18,S
61,165.1,M
61,165.1,M
57,154.94,L
71,162.56,XXXL
65,167.64,XXXL
70,170.18,XXXL
90,165.1,XXXL
49,162.56,S
58,160.02,L
72,157.48,XL
56,167.64,M
90,165.1,XXXL
74,167.64,XXXL
63,165.1,XL
58,157.48,L
58,175.26,L
49,167.64,S
68,167.64,XL
52,157.48,M
68,162.56,XXXL
58,172.72,M
59,167.64,M
56,162.56,S
61,160.02,XL
47,170.18,XXS
57,162.56,S
90,182.88,XXXL
78,182.88,XXXL
56,162.56,M
56,172.72,M
79,162.56,XXXL
63,170.18,S
61,172.72,M
45,157.48,XXS
58,160.02,M
81,170.18,XXXL
63,162.56,L
57,167.64,S
49,152.4,M
70,165.1,XXXL
70,172.72,M
70,162.56,XXXL
49,162.56,M
68,165.1,XXXL
52,157.48,XXS
61,167.64,XXXL
70,167.64,XXXL
68,165.1,XXXL
56,160.02,M
68,175.26,XXXL
73,172.72,XXXL
58,170.18,M
70,177.8,XXXL
52,162.56,S
53,154.94,S
72,167.64,XL
54,162.56,S
58,170.18,L
68,170.18,XL
48,154.94,S
52,165.1,S
74,170.18,XXXL
56,154.94,XXS
53,157.48,S
72,154.94,XXXL
70,170.18,XXXL
58,160.02,M
74,172.72,XXXL
54,170.18,S
56,167.64,M
61,167.64,M
65,170.18,L
63,177.8,S
47,162.56,S
63,165.1,L
54,157.48,S
58,167.64,M
77,175.26,XXXL
55,167.64,S
49,154.94,S
58,167.64,M
52,160.02,XL
53,157.48,XXS
68,165.1,XL
56,165.1,M
65,177.8,L
62,162.56,XL
56,160.02,S
63,165.1,XL
58,172.72,M
46,157.48,XXS
57,162.56,M
46,154.94,XXS
58,165.1,S
54,165.1,M
63,172.72,XL
47,157.48,S
65,172.72,XL
51,157.48,XL
63,167.64,M
63,167.64,XXXL
86,167.64,XXXL
74,167.64,XXXL
48,154.94,S
56,160.02,S
56,160.02,M
66,170.18,L
56,162.56,M
56,160.02,M
68,175.26,L
57,160.02,M
65,170.18,S
65,160.02,XL
63,170.18,L
54,162.56,S
87,170.18,XXXL
92,170.18,XXXL
62,165.1,L
63,175.26,L
63,165.1,XXXL
70,162.56,XXXL
62,170.18,XL
74,160.02,XXXL
63,162.56,XL
57,165.1,S
63,165.1,XL
52,160.02,S
63,165.1,M
65,172.72,XL
81,175.26,XL
54,167.64,S
68,165.1,M
54,165.1,S
72,170.18,XL
47,162.56,XXS
54,175.26,S
51,162.56,XXS
58,172.72,M
74,165.1,XL
50,162.56,XXS
61,162.56,L
65,182.88,L
56,167.64,M
65,165.1,L
81,157.48,XXXL
63,157.48,XXXL
56,162.56,S
54,162.56,M
58,154.94,XL
47,152.4,S
52,165.1,S
52,160.02,L
56,165.1,M
65,165.1,L
56,162.56,L
63,162.56,L
86,160.02,XXXL
61,157.48,M
61,160.02,M
61,149.86,XXXL
68,167.64,XXXL
65,157.48,M
58,170.18,L
65,167.64,L
47,157.48,XXS
65,170.18,L
64,162.56,L
54,157.48,XL
54,160.02,M
47,162.56,XXS
58,162.56,S
72,165.1,XXXL
56,180.34,XL
62,154.94,XL
71,165.1,XXXL
52,160.02,S
65,170.18,M
58,162.56,M
70,170.18,L
65,170.18,L
58,162.56,S
65,165.1,M
65,162.56,XXXL
72,162.56,XXXL
68,162.56,XL
74,167.64,XXXL
52,160.02,M
70,172.72,XXXL
52,154.94,XXS
52,165.1,S
68,162.56,XL
81,165.1,XXXL
70,167.64,S
54,160.02,S
67,167.64,XXXL
49,167.64,XXS
66,165.1,XXXL
71,180.34,M
58,170.18,L
52,160.02,S
83,160.02,XXXL
63,172.72,L
58,162.56,M
52,162.56,S
77,180.34,XXXL
65,175.26,L
61,172.72,S
61,167.64,M
48,157.48,XXS
58,165.1,M
65,167.64,L
56,165.1,S
54,162.56,L
61,160.02,M
61,142.24,M
45,167.64,XL
68,170.18,L
54,162.56,M
66,165.1,XXXL
72,170.18,XXXL
47,152.4,S
54,162.56,M
70,177.8,XXXL
70,170.18,XL
54,160.02,S
63,167.64,L
48,157.48,S
57,162.56,M
63,167.64,L
58,157.48,M
83,172.72,XXXL
74,162.56,XXXL
51,167.64,XXS
68,172.72,L
48,157.48,S
49,157.48,S
68,167.64,XXXL
54,167.64,S
57,160.02,M
58,162.56,M
55,154.94,M
74,167.64,XL
58,165.1,M
55,162.56,M
56,167.64,M
48,,S
49,160.02,S
72,170.18,XXXL
49,170.18,XXS
47,152.4,XXS
65,172.72,M
65,167.64,XL
61,157.48,L
58,165.1,L
53,154.94,M
54,165.1,M
60,167.64,M
56,170.18,M
86,170.18,S
58,160.02,M
63,165.1,M
52,160.02,S
63,167.64,S
61,162.56,L
65,165.1,XL
58,172.72,S
61,170.18,M
61,162.56,XXXL
56,165.1,S
77,172.72,XL
54,167.64,S
52,157.48,M
72,170.18,XL
56,175.26,S
68,167.64,XL
49,170.18,S
70,165.1,XXXL
58,170.18,XL
62,157.48,XL
72,165.1,XXXL
52,165.1,XXS
63,162.56,L
61,177.8,XL
61,165.1,M
68,165.1,XL
78,177.8,XL
70,160.02,XXXL
61,172.72,M
90,170.18,XXXL
61,167.64,S
52,157.48,M
54,165.1,S
65,182.88,L
48,160.02,S
59,162.56,XL
60,175.26,M
72,180.34,XL
63,172.72,M
61,170.18,XL
63,,L
63,177.8,M
68,167.64,XXXL
81,165.1,XXXL
57,160.02,L
54,162.56,S
63,162.56,L
63,170.18,XL
61,165.1,L
68,180.34,M
65,167.64,M
57,167.64,S
52,157.48,XXS
60,157.48,M
58,172.72,M
59,172.72,S
51,172.72,XXS
61,162.56,L
61,170.18,XL
55,160.02,M
65,162.56,XL
52,172.72,XXS
72,175.26,XXXL
53,162.56,M
63,162.56,XL
74,167.64,XXXL
48,157.48,XXS
56,167.64,M
55,177.8,S
72,167.64,XL
68,170.18,L
65,165.1,XL
65,162.56,L
56,162.56,L
58,167.64,M
58,157.48,XL
63,172.72,M
47,154.94,XXS
68,165.1,XL
74,162.56,XXXL
50,154.94,S
52,165.1,M
61,177.8,L
58,165.1,M
63,160.02,L
58,172.72,S
65,167.64,M
56,167.64,XXS
56,162.56,M
54,165.1,M
53,157.48,XXS
58,162.56,M
68,162.56,XL
56,160.02,S
52,152.4,S
68,175.26,XXXL
61,157.48,XL
56,162.56,S
83,177.8,XXXL
66,167.64,XL
51,165.1,S
65,167.64,M
57,170.18,M
68,152.4,XL
64,165.1,XL
68,172.72,XL
71,170.18,XXXL
60,160.02,L
63,162.56,XL
62,167.64,M
68,177.8,XXXL
65,180.34,L
77,177.8,L
65,160.02,XXXL
72,162.56,XL
49,154.94,S
83,170.18,XXXL
49,162.56,XXS
108,162.56,XXXL
68,170.18,L
95,154.94,XXXL
58,154.94,XL
72,180.34,XXXL
56,165.1,M
56,170.18,S
53,157.48,S
90,167.64,XXXL
48,157.48,S
49,165.1,XXS
52,157.48,XXS
59,177.8,M
65,170.18,XL
57,167.64,M
61,152.4,M
54,162.56,S
49,154.94,XXS
56,160.02,L
63,172.72,M
68,175.26,XXXL
62,167.64,S
63,170.18,XL
63,172.72,XL
56,170.18,S
68,170.18,XL
59,162.56,XL
64,162.56,M
52,167.64,S
64,167.64,L
70,165.1,XXXL
58,162.56,M
58,165.1,XL
63,162.56,M
58,172.72,M
58,167.64,M
72,167.64,XXXL
52,162.56,XXS
47,160.02,XXS
63,177.8,M
53,157.48,S
74,172.72,XL
63,170.18,XXXL
63,180.34,XL
58,170.18,M
56,165.1,M
56,162.56,M
67,167.64,L
59,165.1,M
54,170.18,XL
58,162.56,M
65,160.02,L
54,160.02,M
54,165.1,XXS
77,177.8,XL
54,160.02,M
79,160.02,XXXL
48,162.56,S
53,157.48,S
58,170.18,XL
68,157.48,L
74,177.8,L
53,165.1,S
56,165.1,M
74,162.56,XXXL
53,167.64,XXS
52,157.48,S
61,160.02,L
63,170.18,XL
58,175.26,S
77,160.02,XXXL
65,167.64,XL
59,177.8,M
68,170.18,L
53,162.56,M
77,167.64,XXXL
54,162.56,M
72,167.64,XXXL
63,162.56,XL
83,162.56,XXXL
61,172.72,XL
74,154.94,XXXL
58,172.72,M
59,160.02,XL
57,162.56,M
74,165.1,XXXL
56,167.64,S
52,165.1,S
56,162.56,M
61,170.18,M
72,175.26,L
68,175.26,M
81,157.48,XXXL
63,170.18,XL
72,175.26,XXXL
63,165.1,XXXL
58,170.18,L
49,162.56,XXS
45,154.94,M
61,172.72,L
86,170.18,XXXL
49,154.94,XXS
52,157.48,S
54,162.56,S
65,160.02,L
65,170.18,L
56,162.56,M
45,162.56,XXS
63,172.72,M
58,167.64,S
52,165.1,S
55,165.1,M
52,149.86,S
45,152.4,S
65,170.18,L
58,165.1,M
54,165.1,M
95,170.18,XXXL
68,177.8,XL
51,165.1,XXS
56,172.72,M
54,172.72,S
58,157.48,XL
79,172.72,XXXL
65,175.26,XXXL
46,149.86,XXS
61,,M
90,185.42,XXXL
73,172.72,L
58,175.26,M
68,157.48,XXXL
63,154.94,L
63,165.1,M
74,170.18,XXXL
49,149.86,S
72,170.18,XXXL
58,162.56,L
55,167.64,M
63,167.64,L
55,160.02,S
68,170.18,XXXL
52,160.02,S
72,167.64,XL
58,162.56,S
63,167.64,XL
48,160.02,S
61,162.56,L
113,165.1,XXXL
53,160.02,M
68,175.26,XL
59,177.8,M
61,170.18,M
58,165.1,M
55,162.56,S
52,152.4,M
70,162.56,XXXL
68,167.64,L
56,175.26,S
52,160.02,XXS
70,177.8,XL
68,170.18,L
86,175.26,XXXL
59,165.1,S
56,154.94,M
63,162.56,L
63,172.72,M
61,165.1,XL
77,167.64,XXXL
61,175.26,M
68,172.72,XXXL
52,162.56,XXS
52,162.56,XL
58,170.18,M
49,160.02,S
58,165.1,M
58,157.48,L
68,175.26,L
47,160.02,XXS
63,175.26,M
56,157.48,S
53,160.02,M
63,175.26,XL
55,167.64,L
54,170.18,S
56,160.02,M
65,167.64,L
52,154.94,XXS
72,175.26,XL
55,165.1,M
60,165.1,S
61,165.1,M
68,165.1,XL
53,154.94,M
68,160.02,XXXL
57,162.56,M
58,167.64,M
58,162.56,M
64,172.72,XL
81,170.18,XXXL
56,157.48,L
65,160.02,M
69,167.64,L
72,170.18,XXXL
70,172.72,XXXL
49,160.02,S
65,157.48,XXXL
53,162.56,M
59,175.26,S
61,177.8,L
74,167.64,XXXL
54,170.18,S
58,165.1,M
68,175.26,M
63,170.18,L
50,165.1,XXS
54,165.1,S
45,160.02,XXS
61,162.56,M
58,165.1,S
63,170.18,L
52,160.02,XXS
54,157.48,XXXL
56,167.64,S
81,170.18,XXXL
51,154.94,S
72,165.1,XL
63,165.1,L
58,167.64,L
63,165.1,S
52,162.56,S
61,165.1,M
70,175.26,XL
54,165.1,S
68,157.48,XXXL
63,167.64,XL
68,177.8,XXXL
63,165.1,M
55,167.64,L
45,162.56,S
46,160.02,XXS
56,165.1,XL
60,170.18,M
58,167.64,XL
55,165.1,M
52,165.1,M
80,167.64,XXXL
63,157.48,XXXL
45,162.56,S
58,170.18,M
65,175.26,XXXL
56,165.1,M
90,177.8,XXXL
65,170.18,L
72,175.26,XL
55,154.94,S
62,172.72,XXXL
58,177.8,M
52,152.4,M
81,177.8,XXXL
70,170.18,XL
61,180.34,M
56,154.94,M
58,162.56,L
61,162.56,M
56,165.1,M
58,167.64,M
62,165.1,M
55,162.56,S
54,160.02,M
61,162.56,XL
74,185.42,XL
68,175.26,XL
61,170.18,XXS
86,162.56,XXXL
77,170.18,XXXL
77,175.26,XL
58,165.1,S
68,160.02,XXXL
68,180.34,L
57,167.64,M
82,175.26,XXXL
56,160.02,M
52,157.48,S
63,160.02,XL
63,180.34,S
58,165.1,M
63,160.02,M
70,177.8,XL
61,157.48,L
70,170.18,XXXL
44,152.4,XXS
56,170.18,S
61,175.26,M
49,152.4,XXS
56,160.02,XXS
72,160.02,XL
56,165.1,M
56,175.26,M
65,160.02,XXXL
56,160.02,L
77,152.4,XXXL
48,157.48,S
56,157.48,M
58,162.56,XXXL
61,160.02,M
52,165.1,S
54,162.56,S
58,160.02,M
60,162.56,M
56,157.48,M
63,167.64,L
55,162.56,L
57,167.64,S
63,170.18,L
70,170.18,XXXL
55,170.18,S
70,180.34,L
54,165.1,S
54,160.02,M
63,172.72,XL
63,160.02,XL
56,160.02,M
68,162.56,XL
58,162.56,M
48,160.02,M
65,160.02,XL
65,167.64,XL
49,157.48,S
64,175.26,XL
56,157.48,M
71,175.26,XXXL
65,162.56,XXXL
68,172.72,XL
62,162.56,XL
48,154.94,XXS
63,170.18,M
72,172.72,XXXL
83,167.64,XXXL
76,175.26,XXXL
65,162.56,L
58,167.64,XXXL
83,182.88,XL
49,172.72,S
65,175.26,XL
61,165.1,S
54,167.64,XXS
47,157.48,S
72,172.72,XXXL
62,165.1,XL
65,165.1,XL
47,157.48,XXS
63,160.02,L
68,167.64,XL
47,160.02,S
58,172.72,S
52,162.56,M
66,165.1,XXXL
65,165.1,XXXL
58,160.02,M
74,167.64,XL
70,167.64,L
77,162.56,XXXL
65,167.64,XL
54,160.02,XXS
63,172.72,L
54,160.02,M
57,167.64,M
68,177.8,M
54,167.64,S
56,167.64,S
58,175.26,S
56,160.02,M
75,160.02,XXXL
49,152.4,XXS
65,172.72,XXXL
54,167.64,S
50,157.48,XXS
68,157.48,XL
51,160.02,S
58,160.02,M
71,172.72,XL
72,162.56,L
54,162.56,XXS
65,167.64,XL
56,162.56,L
58,167.64,S
66,180.34,M
54,157.48,XXS
65,170.18,L
61,162.56,M
81,177.8,XXXL
49,157.48,XXS
70,177.8,XXXL
124,165.1,XXXL
52,160.02,XXS
60,160.02,M
70,157.48,XL
88,165.1,XXXL
58,160.02,S
53,162.56,XXS
58,157.48,M
74,185.42,XXXL
113,162.56,XXXL
54,165.1,S
58,162.56,XL
63,170.18,XL
56,160.02,S
56,165.1,M
79,162.56,XXXL
55,170.18,L
63,165.1,M
58,160.02,M
52,165.1,S
49,170.18,S
49,167.64,S
58,167.64,M
63,172.72,XXXL
53,162.56,S
68,154.94,XXXL
65,170.18,L
54,167.64,S
58,165.1,M
63,162.56,XL
58,170.18,M
55,165.1,S
58,170.18,S
48,160.02,XXS
81,175.26,XXXL
56,167.64,L
45,152.4,M
58,165.1,M
65,165.1,L
81,165.1,XXXL
63,165.1,XL
63,172.72,L
53,162.56,S
65,172.72,XL
64,157.48,L
62,165.1,L
57,167.64,S
65,160.02,L
54,162.56,XXS
61,162.56,M
61,160.02,M
56,162.56,M
70,165.1,XXXL
61,162.56,XL
54,162.56,M
86,157.48,XXXL
56,170.18,S
129,157.48,XXXL
56,170.18,XL
58,160.02,M
63,167.64,XL
65,172.72,XL
81,154.94,XXXL
56,162.56,M
54,167.64,M
74,162.56,XXXL
67,170.18,XL
61,162.56,L
63,165.1,L
56,167.64,XXS
58,167.64,M
58,165.1,L
65,154.94,L
60,165.1,XL
68,175.26,L
65,177.8,L
62,167.64,XL
90,175.26,XXXL
56,162.56,S
52,160.02,S
56,160.02,M
67,165.1,L
54,162.56,M
61,170.18,M
68,175.26,XL
47,170.18,S
52,167.64,S
58,165.1,S
53,157.48,S
68,167.64,M
61,172.72,L
83,170.18,XXXL
56,160.02,L
47,160.02,XXS
63,160.02,XL
55,157.48,S
63,165.1,XL
67,172.72,L
58,167.64,S
56,160.02,S
54,167.64,S
54,172.72,S
62,165.1,L
68,177.8,L
61,162.56,M
70,162.56,XXXL
60,167.64,M
65,172.72,L
58,177.8,M
71,162.56,XL
68,160.02,XXXL
63,165.1,XXXL
57,165.1,M
55,167.64,XXS
55,167.64,M
54,154.94,XXS
61,167.64,L
51,165.1,S
65,170.18,XL
49,165.1,S
61,172.72,M
63,182.88,M
72,165.1,XXXL
56,154.94,M
54,167.64,S
61,154.94,XL
52,167.64,S
65,175.26,M
74,177.8,XL
90,170.18,XXXL
81,152.4,XXXL
53,160.02,M
57,165.1,S
61,165.1,XL
61,165.1,M
61,162.56,S
70,160.02,M
79,180.34,XXXL
58,160.02,M
68,180.34,XL
53,157.48,S
70,167.64,XL
63,167.64,XXXL
65,170.18,XXXL
68,177.8,XL
61,165.1,L
70,165.1,XXXL
95,167.64,XXXL
54,162.56,S
66,167.64,XXXL
63,180.34,XL
65,175.26,L
61,167.64,M
68,154.94,XXXL
47,152.4,S
79,170.18,XXXL
74,167.64,XXXL
65,167.64,XL
49,165.1,S
65,170.18,L
61,172.72,S
52,157.48,XXS
71,162.56,XL
70,165.1,XXXL
65,157.48,XXXL
48,160.02,XXS
43,162.56,S
56,162.56,L
63,162.56,M
58,167.64,XL
56,167.64,S
68,167.64,XL
58,160.02,M
86,175.26,XXXL
68,,XL
54,157.48,M
56,165.1,M
58,162.56,L
61,160.02,L
62,165.1,L
67,177.8,XL
54,160.02,M
68,160.02,XL
47,160.02,XXS
65,170.18,M
56,162.56,M
56,165.1,M
70,177.8,L
63,154.94,XL
63,154.94,L
72,165.1,L
61,175.26,M
72,180.34,XXXL
55,175.26,S
63,170.18,L
63,172.72,XL
54,162.56,M
49,157.48,XXS
54,170.18,L
58,160.02,XL
58,172.72,S
58,162.56,L
54,154.94,S
58,165.1,S
68,157.48,XXXL
68,157.48,XXXL
55,162.56,M
56,162.56,S
90,177.8,XXXL
72,175.26,XXXL
63,157.48,XL
64,170.18,M
56,154.94,M
52,165.1,XXS
63,167.64,M
58,167.64,M
74,167.64,XL
67,165.1,XL
56,162.56,L
54,160.02,M
56,162.56,S
54,160.02,S
54,167.64,XXS
45,152.4,XXS
68,170.18,XL
64,177.8,M
54,154.94,S
57,162.56,M
73,157.48,XXXL
65,177.8,L
74,172.72,XXXL
63,170.18,XL
68,162.56,XL
56,162.56,M
62,160.02,M
58,172.72,S
61,170.18,M
58,167.64,L
49,157.48,XXS
56,157.48,M
70,162.56,XL
56,162.56,M
65,170.18,L
53,152.4,M
57,172.72,M
58,160.02,L
43,152.4,S
61,172.72,XL
106,167.64,XXXL
55,157.48,M
58,162.56,XL
58,167.64,M
61,152.4,XXXL
70,149.86,XL
65,172.72,XL
46,154.94,XXS
77,170.18,XXXL
54,157.48,S
53,157.48,S
70,170.18,XL
62,162.56,L
58,172.72,XL
86,172.72,XXXL
68,160.02,XXXL
72,172.72,XXXL
45,154.94,XXS
56,152.4,L
70,162.56,XL
54,162.56,XL
47,170.18,XXS
58,175.26,L
61,160.02,M
80,172.72,XXXL
58,157.48,S
61,170.18,M
45,152.4,S
56,167.64,S
65,162.56,XL
68,170.18,L
58,162.56,XL
54,170.18,M
61,172.72,M
65,172.72,XL
99,162.56,XXXL
54,157.48,M
65,157.48,XL
49,165.1,S
54,162.56,S
68,157.48,XL
61,165.1,L
61,160.02,XL
57,160.02,L
56,170.18,S
72,165.1,XXXL
58,157.48,M
61,175.26,M
49,152.4,XXS
74,167.64,XL
63,170.18,M
61,165.1,M
47,154.94,XXS
68,165.1,L
55,152.4,M
58,162.56,M
58,162.56,M
63,162.56,XL
64,162.56,XL
63,165.1,XL
63,172.72,M
49,167.64,XXS
63,162.56,XL
45,162.56,XXS
79,160.02,XXXL
54,162.56,S
71,160.02,XL
65,162.56,XXXL
65,167.64,L
83,162.56,XXXL
49,165.1,S
56,167.64,S
47,160.02,XXS
63,172.72,XL
58,162.56,XXXL
58,167.64,M
61,175.26,M
56,162.56,S
45,160.02,XXS
70,170.18,L
72,172.72,XXXL
54,165.1,XXS
49,152.4,M
49,162.56,XXS
63,162.56,L
61,167.64,XL
65,162.56,L
58,157.48,M
61,160.02,M
63,162.56,L
83,157.48,XXXL
63,170.18,S
50,157.48,S
56,162.56,S
70,185.42,XL
58,167.64,L
58,170.18,XL
61,167.64,M
54,177.8,M
57,170.18,S
90,170.18,XXXL
72,172.72,XXXL
52,167.64,XXS
61,157.48,L
53,160.02,XXXL
70,167.64,XXXL
61,167.64,S
54,160.02,S
56,154.94,S
72,167.64,XXXL
52,157.48,XXS
70,167.64,XXXL
53,160.02,S
58,170.18,S
49,160.02,S
54,165.1,M
47,160.02,XXS
70,175.26,S
58,165.1,M
56,165.1,M
49,160.02,XXS
58,165.1,M
65,162.56,XL
58,157.48,L
68,175.26,M
57,167.64,M
56,165.1,M
58,170.18,L
72,180.34,XXXL
68,167.64,XL
47,154.94,XXS
68,167.64,XL
65,160.02,L
65,170.18,L
65,167.64,XXXL
54,162.56,S
56,177.8,S
72,157.48,XXXL
61,167.64,L
56,165.1,M
53,165.1,S
49,162.56,S
65,170.18,XL
65,160.02,L
58,165.1,M
61,167.64,M
49,152.4,XXS
63,167.64,XXXL
55,167.64,S
65,162.56,XL
70,165.1,XL
52,160.02,S
72,172.72,L
68,172.72,XL
74,167.64,XXXL
61,170.18,XL
50,175.26,XXXL
53,157.48,S
54,165.1,S
58,172.72,M
65,167.64,XXXL
54,,S
54,162.56,S
49,170.18,S
57,160.02,M
45,157.48,XXS
58,160.02,M
63,172.72,L
62,162.56,XL
61,165.1,M
72,172.72,XL
90,160.02,XXXL
56,162.56,M
61,160.02,XL
58,170.18,S
70,172.72,XL
58,160.02,M
58,154.94,XXXL
63,167.64,M
66,170.18,XXXL
56,165.1,M
52,165.1,S
72,167.64,XXXL
61,167.64,L
72,165.1,XL
61,165.1,L
43,160.02,XXS
58,162.56,L
63,172.72,L
53,157.48,XXS
72,165.1,XXXL
65,167.64,L
52,160.02,M
56,170.18,M
56,165.1,S
72,177.8,XL
72,160.02,XL
63,177.8,XXXL
52,167.64,XXS
61,162.56,M
